,Close,RSI,BBBuy,BBSell,MACDLine,MACDSignal,SMA5,SMA15,SMA30,SMA40,SMA100,Decision
1437,43.667999,80.92657268,31.34470112,40.47806632,1.67637144,0.933855659,42.1955992,39.77266633,36.20473327,36.96249998,41.36756005,Yes
1438,44.386002,83.18407998,31.344114,40.98461004,1.856838409,1.118452209,42.7239998,40.34506653,36.46573333,37.04855003,41.39124005,Yes
1439,45.276001,85.64169401,31.33879822,41.59111782,2.048066429,1.304375053,43.5720002,40.86439993,36.81840007,37.18695,41.42056004,Yes
1440,46.548,88.45507319,31.31899041,42.26921882,2.276019169,1.498703876,44.5816002,41.4297332,37.20113333,37.35080003,41.46786003,Yes
1441,47.664001,90.38373504,31.28202426,43.03033823,2.517702801,1.702503661,45.5084006,42.04826647,37.70593337,37.5296501,41.51398006,Yes
1442,46.848,79.10996902,31.2597832,43.63007243,2.613270207,1.88465697,46.1444008,42.6867998,38.28093337,37.71895008,41.56176006,Yes
1443,44.515999,55.8735262,31.26930552,43.98995909,2.472335528,2.002192682,46.1704002,43.14333313,38.77646667,37.86405,41.58100006,Yes
1444,45.549999,61.69383121,31.27714232,44.34039469,2.416226187,2.084999383,46.2251998,43.57013313,39.337,38.06245003,41.61324005,Yes
1445,46.051998,64.35672146,31.27714232,44.70693668,2.38477604,2.144954714,46.1259994,43.959733,39.86893327,38.26525,41.65990001,Yes
1446,46.026001,64.08755223,31.29686534,45.0093112,2.330884842,2.18214074,45.7983994,44.29093313,40.39619997,38.45989998,41.69258003,Yes
1447,45.377998,57.13799604,31.3072662,45.22838514,2.210407056,2.187794003,45.504399,44.61479967,40.87433323,38.60964993,41.72966003,Yes
1448,45.953999,61.47077622,31.31430156,45.51875402,2.136774602,2.177590123,45.791999,44.89546633,41.28159987,38.8445999,41.72594002,Yes
1449,47.518002,70.81617,31.29344498,45.86859589,2.179498422,2.177971783,46.1855996,45.32759987,41.75373327,39.16514998,41.73758004,Yes
1450,49.397999,78.22350122,31.23371984,46.31712856,2.338105182,2.209998463,46.8547998,45.85413313,42.28979983,39.5234499,41.76684003,Yes
1451,51.094002,82.8144226,31.11885815,46.93347956,2.571018351,2.28220244,47.8684,46.39173333,42.8079999,39.98779995,41.82712003,Yes
1452,53.084,86.66329256,30.93659637,47.68384389,2.882947103,2.402351373,49.4096004,47.01946673,43.39606653,40.57494995,41.92496004,Yes
1453,51.439999,71.27756052,30.82427092,48.20070853,2.96333625,2.514548348,50.5068004,47.4897332,43.91739987,41.11969993,42.00120001,No
1454,50.014,60.42221704,30.7551666,48.58147264,2.87879408,2.587397495,51.006,47.8055998,44.33499987,41.65169995,42.07546,No
1455,49.984001,60.19720725,30.690023,48.9309252,2.777357484,2.625389493,51.1232004,48.03466653,44.73219987,42.14894998,42.16092001,No
1456,49.563999,56.74554781,30.63665512,49.21894597,2.632729137,2.626857421,50.8171998,48.16133307,45.10479977,42.63284995,42.22794,No
1457,50.905998,64.36286443,30.56543097,49.533658,2.59646777,2.620779491,50.3815994,48.43186627,45.55933303,43.1296499,42.30899999,No
1458,50.372002,59.49866871,30.50729613,49.76594961,2.495870519,2.595797697,50.168,48.82226647,45.9827998,43.54554995,42.37058,No
1459,50.902,62.75774594,30.43461306,50.0363184,2.430891083,2.562816374,50.3456,49.17906653,46.37459983,43.98424995,42.43599999,No
1460,50.776001,61.38766531,30.36994965,50.28527493,2.342227603,2.51869862,50.504,49.49400007,46.72686653,44.42074993,42.50374001,No
1461,49.473999,48.59731572,30.33119575,50.43725807,2.142206454,2.443400187,50.486,49.7238666,47.00739987,44.7688999,42.56298001,No
1462,49.993999,53.1460063,30.28386327,50.57260669,2.0025636,2.355232869,50.3036002,50.0316,47.32319983,45.13269985,42.62641998,No
1463,49.658001,49.82243009,30.24492816,50.69073661,1.843532309,2.252892757,50.1608,50.27853347,47.5869999,45.4791499,42.66371998,No
1464,50.75,59.43999891,30.18512465,50.81447008,1.78503726,2.159321658,50.1304,50.494,47.91079993,45.8107499,42.70799999,No
1465,50.363998,55.08578905,30.14393993,50.88482224,1.688073318,2.06507199,50.0479994,50.55839993,48.20626653,46.11814983,42.75111999,No
1466,50.748001,58.60518673,30.09755138,50.99941512,1.623499832,1.976757558,50.3027998,50.5353332,48.46353327,46.4271998,42.78422,No
1467,50.293999,52.88884017,30.06456453,51.0775213,1.518189964,1.885044039,50.3627998,50.34933313,48.68439993,46.75279978,42.82318,No
1468,49.542,44.50086338,30.03340372,51.11594207,1.358392398,1.779713711,50.3395996,50.22279987,48.85626653,47.0496498,42.85318,No
1469,48.152,33.15988506,30.02121239,51.11689631,1.106831429,1.645137255,49.8199996,50.09866653,48.95213317,47.27474983,42.87394,No
1470,48.360001,36.00704372,30.0120719,51.13422516,0.91371871,1.498853546,49.4192002,49.99039987,49.0125332,47.47854985,42.89527999,No
1471,46.464001,24.78124409,30.02203976,51.13027724,0.60075896,1.319234629,48.5624002,49.78373333,48.9725332,47.6136999,42.90647998,No
1472,44.512001,18.02966061,30.0415849,51.16679178,0.193001218,1.093987946,47.4060006,49.35746687,48.89466657,47.71349993,42.90256,No
1473,42.306,13.2647538,30.05170976,51.26334569,-0.30464383,0.814261591,45.9588006,48.8197334,48.82099993,47.72754995,42.87147999,No
1474,42.986,20.79278801,30.06337575,51.33091526,-0.636819935,0.524045286,44.9256006,48.29200007,48.7355333,47.77629998,42.8673,No
1475,41.784,17.6361049,30.09369186,51.43694674,-0.985700701,0.222096089,43.6104004,47.69253333,48.5932667,47.78339998,42.84798,No
1476,41.737999,17.51736501,30.10151121,51.51837517,-1.251476873,-0.072618504,42.6652,47.1768,48.4503333,47.75109998,42.82318,No
1477,41.792,18.27098351,30.11417278,51.58068178,-1.44113645,-0.346322093,42.1211998,46.63000007,48.33080003,47.7042,42.77208,No
1478,41.456001,17.13454836,30.12272197,51.63432503,-1.600110267,-0.597079728,41.9512,46.08320007,48.18086677,47.63094998,42.71986,No
1479,41.521999,18.29907463,30.1563225,51.63473757,-1.701162731,-0.817896328,41.6583998,45.468,47.981,47.53709993,42.67416,No
1480,41.658001,20.96921084,30.18663966,51.53731284,-1.750099256,-1.004336914,41.6332,44.8876002,47.72300007,47.41484995,42.62562,No
1481,40.931999,17.42297194,30.1945138,51.33302716,-1.826410378,-1.168751607,41.472,44.23320007,47.38426663,47.2465499,42.57503997,No
1482,42.234001,39.00531238,30.24958168,50.92941236,-1.761521092,-1.287305504,41.5604002,43.69586687,47.0226,47.13119993,42.53797999,No
1483,43.042,48.71068381,30.32901059,50.62371624,-1.626151833,-1.35507477,41.8776,43.26253353,46.7426667,47.09434995,42.50726001,No
1484,44.056,58.40170604,30.44990375,50.40502368,-1.420672764,-1.368194368,42.3844002,42.98946687,46.5440667,47.05699998,42.48992,No
1485,43.243999,49.63912243,30.55581458,50.16973635,-1.308269894,-1.356209474,42.7015998,42.64840007,46.31939997,46.9868,42.44797999,No
1486,43.582001,53.05942511,30.65755825,49.95199616,-1.178332786,-1.320634136,43.2316002,42.45626673,46.12000003,46.9257,42.40762,No
1487,43.916,56.46785238,30.7323224,49.63243732,-1.036458121,-1.263798933,43.568,42.41653333,45.8870001,46.88915005,42.36676001,No
1488,45.023998,66.01774384,30.90233148,49.36261324,-0.825103962,-1.176059939,43.9643996,42.5977332,45.7087333,46.86590003,42.37018,No
1489,44.608002,60.2301353,31.14904649,49.02713531,-0.683295069,-1.077506965,44.0748,42.70586667,45.49893337,46.79315003,42.36940001,No
1490,44.646,60.59824092,31.38568851,48.68612747,-0.561373218,-0.974280216,44.3552002,42.89666667,45.2946,46.67435005,42.37778002,No
1491,43.911999,50.13946736,31.74756802,48.41821179,-0.518005771,-0.883025327,44.4211998,43.0416,45.1092,46.49479998,42.3856,No
1492,43.792,48.5415221,32.30088495,48.09139738,-0.487697796,-0.803959821,44.3963998,43.17493333,44.9024667,46.26249998,42.40151999,No
1493,43.798,48.63701099,32.87432251,47.77600095,-0.45791579,-0.734751014,44.1512002,43.3310666,44.70713333,46.07145,42.42379999,No
1494,44.136002,54.22022657,33.54807913,47.34376457,-0.402400773,-0.668280966,44.0568002,43.50533347,44.48666673,45.92450005,42.44522002,No
1495,46.467999,75.58363709,34.16583949,47.0261754,-0.168292087,-0.56828319,44.4212,43.826,44.3568001,45.8366,42.50928001,No
1496,47.104,78.74031564,34.80877517,46.68498623,0.06777938,-0.441070676,45.0596002,44.23746673,44.2353334,45.77510003,42.56796001,No
1497,45.872002,60.93609391,35.42037581,46.28901976,0.1536842,-0.322119701,45.4756006,44.48000013,44.0879335,45.64925013,42.61670002,No
1498,43.757999,41.94805666,35.83808261,45.84953262,0.050598743,-0.247576012,45.4676004,44.5277334,43.89513347,45.48390005,42.64484001,No
1499,43.574001,40.66145912,36.29715949,45.53021256,-0.045420742,-0.207144958,45.3552002,44.49560013,43.7425335,45.30070008,42.68318,No
1500,42.992001,36.52714672,36.76809114,45.1358138,-0.166559419,-0.19902785,44.6600006,44.47880027,43.56360017,45.10610008,42.71316002,No
1501,43.540001,42.90431639,37.10931449,44.94328065,-0.215855426,-0.202393366,43.9472008,44.47600027,43.4661335,44.95775013,42.74346005,No
1502,43.585999,43.46060008,37.47142521,44.89985837,-0.248348407,-0.211584374,43.4900002,44.4540002,43.43526677,44.79755013,42.78656003,No
1503,43.094002,38.74943117,37.81109229,44.91264086,-0.310223313,-0.231312162,43.3572008,44.3253338,43.4615335,44.63345015,42.83038003,No
1504,43.939999,49.69001095,38.07017358,44.94412448,-0.287678555,-0.242585441,43.4304004,44.28080027,43.49333347,44.46320013,42.89364004,No
1505,43.922001,49.47068986,38.30131145,44.98179698,-0.268172633,-0.247702879,43.6164004,44.23253367,43.56460017,44.3021502,42.95346006,No
1506,39.332001,21.38581949,38.35252763,45.06172779,-0.615987963,-0.321359896,42.7748004,43.92720047,43.48440023,44.0167502,42.96438005,No
1507,39.279999,21.22654074,38.4701663,45.12540163,-0.885621354,-0.434212187,41.9136004,43.6264004,43.40066687,43.7414002,42.96330004,No
1508,38.630001,19.14698272,38.52785126,45.20341721,-1.138631726,-0.575096095,41.0208002,43.28186713,43.30646687,43.46860023,42.98404005,No
1509,39.709999,32.05119162,38.55689064,45.22591054,-1.23772968,-0.707622812,40.1748002,42.98680027,43.24606687,43.2575502,43.03418005,No
1510,40.358002,38.87963832,38.5637959,45.23050789,-1.249572798,-0.816012809,39.4620004,42.57946713,43.20273357,43.05750023,43.08710005,No
1511,42.037998,53.12716104,38.60066956,45.23555995,-1.110594673,-0.874929182,40.0031998,42.24173367,43.2396002,42.94685015,43.18228003,No
1512,42.456001,56.09784993,38.67481341,45.23962674,-0.95570736,-0.891084818,40.6384002,42.01400027,43.2470002,42.89545015,43.31086004,No
1513,43.299999,61.80079339,38.72390176,45.2478801,-0.756138173,-0.864095489,41.5723998,41.98346693,43.25560017,42.92030013,43.44736003,No
1514,42.796001,56.67199138,38.78717178,45.20184106,-0.631368558,-0.817550103,42.1896002,41.93160027,43.2136002,42.91555015,43.58798005,No
1515,42.888,57.42445104,38.83477403,45.19081978,-0.519080551,-0.757856192,42.6955998,41.92466687,43.20173357,42.94315015,43.71592005,No
1516,43.188,60.06305536,38.83921249,45.1764326,-0.401258544,-0.686536663,42.9256002,41.90120013,43.1886002,42.97940018,43.84572005,No
1517,43.355999,61.61717063,38.83131979,45.15347232,-0.290973479,-0.607424026,43.1055998,41.8858668,43.1699335,43.01850015,43.96894004,No
1518,44.956001,73.20352261,38.8411786,45.1491236,-0.073616377,-0.500662496,43.4368002,42.01000007,43.16766693,43.10600015,44.08114005,No
1519,44.93,72.78696063,38.83622378,45.16848322,0.095442428,-0.381441511,43.8636,42.07600013,43.1784002,43.19120018,44.19690005,No
1520,44.506001,65.67677348,38.81317813,45.16053111,0.192984963,-0.266556217,44.1872002,42.11493347,43.17373357,43.26240018,44.30880004,No
1521,44.306,62.32625071,38.78671864,45.17979402,0.251253422,-0.162994289,44.4108002,42.4465334,43.18686693,43.3467502,44.39638004,No
1522,44.080002,58.39868846,38.75566253,45.19297637,0.276013731,-0.075192685,44.5556008,42.7665336,43.196467,43.39290023,44.48276005,No
1523,45.25,69.8674261,38.7667908,45.27272604,0.385600552,0.016965963,44.6144006,43.20786687,43.244867,43.44810023,44.57726006,No
1524,45.051998,66.26083626,38.76067941,45.32324461,0.451269833,0.103826737,44.6388002,43.56400013,43.2754002,43.47300018,44.65292004,No
1525,45.672001,71.61386192,38.75750977,45.26000168,0.547036377,0.192468665,44.8720002,43.91826673,43.24886693,43.53370023,44.72896004,No
1526,44.099998,48.73937589,38.73095978,45.03642579,0.490431164,0.252061165,44.8307998,44.0557334,43.14873353,43.54665015,44.7861,No
1527,44.453999,52.70799893,38.71739494,44.93742214,0.468732786,0.295395489,44.9055992,44.18893327,43.10146677,43.56010013,44.85793999,No
1528,46.001999,66.09830776,38.71774427,45.081839,0.569878129,0.350292017,45.055999,44.3690666,43.17626677,43.58455015,44.94127999,No
1529,45.902,64.71730415,38.71431727,45.22047924,0.634651589,0.407163931,45.2259994,44.5761332,43.25386673,43.6169001,45.00882,No
1530,45.698002,61.65162944,38.72921927,45.35808501,0.661894185,0.458109982,45.2311996,44.76346667,43.34406677,43.64320015,45.06372002,No
1531,46.122002,65.60271599,38.78968475,45.50493783,0.709518508,0.508391687,45.6356004,44.9590668,43.43013347,43.69845023,45.11436005,No
1532,46.958,72.19307121,38.93451134,45.71191843,0.805434629,0.567800276,46.1364006,45.1992002,43.5425335,43.77760023,45.17874005,No
1533,46.001999,57.49623171,39.01905295,45.85119937,0.795141658,0.613268552,46.1364006,45.2689334,43.63946673,43.8327002,45.22132005,No
1534,45.439999,50.45202924,39.0602234,45.92426303,0.733184011,0.637251644,46.0440004,45.30293333,43.68946673,43.86530013,45.26536005,No
1535,45.158001,47.07569312,39.10179666,45.98071141,0.653790755,0.640559466,45.9360002,45.3464,43.73066673,43.83255018,45.30194006,No
1536,46.122002,58.22528107,39.14145916,46.09174796,0.66103782,0.644655137,45.9360002,45.4674668,43.9570001,43.80800023,45.33286009,No
1537,46.006001,56.55269684,39.22671273,46.16051442,0.649928884,0.645709886,45.7456004,45.59586673,44.18120017,43.8113502,45.35624011,No
1538,45.231998,46.21765945,39.29486256,46.09798938,0.572074876,0.630982884,45.5916002,45.5946666,44.40126673,43.84820018,45.36470007,No
1539,45.816002,53.6707141,39.3928726,46.07808154,0.551145987,0.615015505,45.6668008,45.6456002,44.60480017,43.9042502,45.37010008,No
1540,45.130001,45.10481044,39.49059948,46.01017087,0.473744118,0.586761227,45.6612008,45.60946687,44.7638668,43.9577002,45.35592009,No
1541,44.981998,43.36281952,39.54520005,46.00110111,0.395896327,0.548588247,45.4332,45.66826687,44.86200013,43.99375013,45.32910006,No
1542,45.122002,45.67815666,39.62510312,45.99917311,0.341561239,0.507182846,45.2564002,45.7128004,44.95086683,44.0321502,45.31184008,No
1543,45.118,45.61596775,39.6985029,46.01414295,0.29477933,0.464702142,45.2336006,45.65386713,45.01146687,44.08275015,45.31786009,No
1544,44.722,39.42028692,39.82700312,45.99241167,0.223177785,0.416397271,45.0148002,45.57520047,45.07566683,44.10230018,45.3095801,No
1545,44.647999,38.28656196,39.94838115,45.96110214,0.158633158,0.364844448,44.9183998,45.50520027,45.13433347,44.12045013,45.29554011,No
1546,44.702,39.76149769,40.10650642,45.9337702,0.110563992,0.313988357,44.8624002,45.41053347,45.18480013,44.2547001,45.2823001,No
1547,45,47.79438733,40.25626205,45.90863507,0.095415057,0.270273697,44.8379998,45.28000013,45.23960017,44.39770013,45.27852012,No
1548,44.585999,39.30016017,40.37607744,45.90477282,0.049433161,0.22610559,44.7315996,45.18560013,45.22726677,44.54660008,45.26484012,No
1549,44.967999,49.04816177,40.43951566,45.90551783,0.043317052,0.189547882,44.7807994,45.15413347,45.2285334,44.67805008,45.23934009,No
1550,44.523998,40.27707603,40.51633351,45.90548488,0.002612704,0.152160847,44.7559992,45.1118666,45.2291333,44.78219998,45.19060008,No
1551,44.192001,34.84172854,40.53105206,45.9071588,-0.055792032,0.110570271,44.6539994,44.98319987,45.22533333,44.83605005,45.12158007,No
1552,43.998001,31.90637012,40.5271595,45.9091594,-0.116390705,0.065178076,44.4535996,44.8493332,45.22259997,44.87460005,45.03072008,No
1553,43.040001,21.48043389,40.54835663,45.9393151,-0.238963561,0.004349748,44.1444,44.70320007,45.14893333,44.8681001,44.9467201,No
1554,42.268002,16.43227178,40.52717638,46.00082238,-0.393857159,-0.075291633,43.6044006,44.46666673,45.05613347,44.85490013,44.86926012,No
1555,42.402,20.22861729,40.54985044,45.99724162,-0.500034843,-0.160240275,43.180001,44.2848,44.94713343,44.84275013,44.79344011,No
1556,40.153999,10.70782171,40.46783302,46.16738025,-0.756851799,-0.27956258,42.3724006,43.9629334,44.81560013,44.7669001,44.69934011,No
1557,39.556,9.343087154,40.34677909,46.30109307,-0.997140197,-0.423078104,41.4840004,43.5918666,44.6523335,44.67190013,44.58584013,No
1558,40.566002,27.54054383,40.30333122,46.25479789,-1.093466957,-0.557155874,40.9892006,43.28840007,44.4711336,44.56215015,44.48778013,No
1559,40.341999,26.1807584,40.24519254,46.19556173,-1.174344664,-0.680593632,40.604,42.9964,44.28580023,44.44745013,44.38218012,No
1560,39.472,21.39435971,40.12951968,46.15433624,-1.293729173,-0.803220741,40.018,42.6513334,44.07826683,44.3216001,44.26914011,No
1561,38.894001,18.73897417,40.00821675,46.07534015,-1.418628875,-0.926302367,39.7660004,42.26413347,43.83733347,44.18630013,44.16334013,No
1562,39.66,31.82230974,39.89037686,45.87585274,-1.439212723,-1.028884439,39.7868004,41.90813347,43.5940668,44.07580008,44.06000014,No
1563,39.209999,28.6597375,39.72792581,45.73466642,-1.4748359,-1.118074731,39.5155998,41.54973347,43.3676668,43.92480005,43.95552012,No
1564,39.282001,29.95912355,39.56152186,45.60654074,-1.480194801,-1.190498745,39.3036002,41.17066693,43.1624002,43.78055013,43.84084013,No
1565,40.084,43.36423234,39.45442922,45.46881816,-1.403547925,-1.233108581,39.4260002,40.87466707,42.99326683,43.6408501,43.73804015,No
1566,41.080002,55.65982235,39.38939989,45.25333277,-1.248048954,-1.236096655,39.8632004,40.66720047,42.82520017,43.5653502,43.64136016,No
1567,41.268002,57.68292826,39.32921672,45.03675291,-1.096999345,-1.208277193,40.1848008,40.48520053,42.66726687,43.48570028,43.55110019,No
1568,40.928001,52.61745356,39.25510362,44.86376927,-0.993276805,-1.165277116,40.5284012,40.34440053,42.5238003,43.35885033,43.4649602,No
1569,41.043999,54.21770244,39.18684214,44.63670621,-0.89143991,-1.110509675,40.8808008,40.26280033,42.36473353,43.2374003,43.39388019,No
1570,41.285999,57.69522664,39.12913283,44.45681195,-0.782189467,-1.044845633,41.1212006,40.18840027,42.23660013,43.12710023,43.32314017,No
1571,41.490002,60.6358628,39.08171247,44.28425469,-0.671406807,-0.970157868,41.2032006,40.27746713,42.12020027,43.01130023,43.27340018,No
1572,41.798,64.92973487,39.0452762,44.10080042,-0.552390274,-0.886604349,41.3092002,40.4269338,42.0094002,42.88230023,43.24626017,No
1573,41.161999,51.41777528,38.98924968,43.89207792,-0.50358378,-0.810000235,41.3559998,40.46666693,41.8775335,42.76130023,43.23482016,No
1574,41.254002,53.06613505,38.93563018,43.70828553,-0.452266957,-0.73845358,41.3980004,40.52746713,41.76193357,42.6566503,43.21750018,No
1575,40.139999,35.87250776,38.86198499,43.50263204,-0.495773765,-0.689917617,41.1688004,40.5720004,41.6116669,42.53120025,43.20106017,No
1576,40.806,47.69321337,38.83704681,43.28795134,-0.471082167,-0.646150527,41.032,40.699467,41.48180023,42.3983002,43.19174018,No
1577,42.740002,67.80117352,38.83858858,43.10843194,-0.292089079,-0.575338237,41.2204004,40.90480047,41.40646697,42.31665023,43.2012202,No
1578,42.282001,61.29140089,38.81959049,42.93570494,-0.185059371,-0.497282464,41.4444008,41.1096006,41.32966703,42.2429003,43.2094802,No
1579,41.692001,53.56243647,38.78801891,42.68011112,-0.146160775,-0.427058126,41.5320006,41.27026727,41.2204671,42.13980028,43.21118022,No
1580,40.200001,39.03864276,38.71141017,42.41077037,-0.23303896,-0.388254293,41.544001,41.27800067,41.07633387,42.01655028,43.19660022,No
1581,39.321999,32.91170342,38.5911202,42.15229726,-0.368490245,-0.384301483,41.2472008,41.16080047,40.91400047,41.8750503,43.18050022,No
1582,40.189999,43.19448039,38.51264816,41.8905634,-0.401171562,-0.387675499,40.7372002,41.0889336,40.78706707,41.75175023,43.1600602,No
1583,40.02,41.73292296,38.43274363,41.71498826,-0.435766001,-0.397293599,40.2848,41.0284002,40.68640037,41.62430023,43.1298402,No
1584,40.301998,45.31397351,38.36098885,41.60841022,-0.435408345,-0.404916548,40.0067994,40.97893347,40.6208669,41.51380018,43.09230018,No
1585,40.048,42.56499786,38.28127159,41.47742759,-0.45042816,-0.414018871,39.9763992,40.8964002,40.54240023,41.3988002,43.06034019,No
1586,39.301998,35.23967004,38.27985596,41.47302453,-0.516572868,-0.43452967,39.972399,40.75053327,40.5140002,41.26380015,43.01754016,No
1587,38.792,30.9864182,38.25550444,41.48217824,-0.603192376,-0.468262211,39.6927992,40.55013327,40.48853353,41.10860015,42.96630016,No
1588,39.82,46.24405293,38.31279181,41.4643712,-0.582176978,-0.491045165,39.6527992,40.46066667,40.4636668,40.98945018,42.91426018,No
1589,40.712002,56.07478842,38.3514076,41.47740896,-0.487920572,-0.490420246,39.7348,40.42453333,40.47600023,40.88305025,42.87530018,No
1590,39.82,46.214595,38.32997232,41.47928005,-0.479669467,-0.48827009,39.6892,40.40320007,40.48760023,40.7654503,42.82704018,No
1591,40.018002,48.55716833,38.26931204,41.47623669,-0.451943576,-0.481004787,39.8324008,40.35066687,40.52506693,40.66110033,42.78810021,No
1592,40.551998,54.75719417,38.22192975,41.49230717,-0.382472686,-0.461298367,40.1844004,40.20479993,40.5548002,40.57495025,42.75570019,No
1593,40.467999,53.57226726,38.16323053,41.50068545,-0.330386038,-0.435115901,40.3140002,40.08386647,40.59673353,40.5106502,42.72240018,No
1594,40.448002,53.25221158,38.10930443,41.50665616,-0.287407529,-0.405574227,40.2612002,40.0009332,40.63560023,40.4651502,42.68552018,No
1595,40.801998,58.38670836,38.06667054,41.52495043,-0.222220612,-0.368903504,40.4575998,40.04106633,40.6595335,40.42515015,42.62886017,No
1596,39.993999,45.17417012,37.99457645,41.49310776,-0.233071574,-0.341737118,40.4527992,40.08586633,40.6233334,40.42115015,42.55776016,No
1597,39.546001,39.40590037,37.90530417,41.44800343,-0.274654685,-0.328320631,40.2515998,40.04293313,40.56593337,40.42090018,42.49450015,No
1598,38.158001,26.96178163,37.75815813,41.45259117,-0.414827724,-0.34562205,39.7896002,39.91879987,40.47360003,40.36070015,42.43850017,No
1599,37.604,23.50528398,37.58652838,41.45844095,-0.564116337,-0.389320907,39.2207998,39.73893333,40.3589334,40.29225018,42.37880016,No
1600,37.484001,22.76768481,37.41138271,41.4320814,-0.684224243,-0.448301574,38.5572004,39.56800007,40.23220013,40.2425502,42.32372016,No
1601,38.112,35.18574027,37.27495824,41.35416169,-0.720431665,-0.502727592,38.1808006,39.48866687,40.11960007,40.22300018,42.26944015,No
1602,38.641998,44.0442617,37.16684327,41.23585462,-0.698310213,-0.541844117,38,39.47866673,40.0144,40.19755013,42.22000014,No
1603,38.987999,49.31993342,37.08978868,41.15762949,-0.645419421,-0.562559178,38.1659996,39.4232,39.94193333,40.19200013,42.17894011,No
1604,38.012001,37.6408057,36.97104044,41.07201413,-0.67448295,-0.584943932,38.2475998,39.24319993,39.83386663,40.16025013,42.11966013,No
1605,37.07,29.71688046,36.82132852,41.06346621,-0.764712484,-0.620897642,38.1647996,39.0598666,39.73153333,40.08490013,42.05114012,No
1606,37.712002,39.79433053,36.68932032,40.99253947,-0.775476632,-0.65181344,38.0848,38.90613327,39.62840007,40.00070013,42.03494013,No
1607,36.290001,29.03596673,36.4898406,40.77846879,-0.888508718,-0.699152496,37.6144006,38.62200013,39.41340003,39.8762501,42.00504015,No
1608,36.754002,35.6579174,36.35456829,40.56738203,-0.92992684,-0.745307365,37.1676012,38.37440033,39.2291334,39.77190013,41.98628016,Yes
1609,36.785999,36.13735456,36.22765603,40.39260383,-0.949227011,-0.786091294,36.9224008,38.1302668,39.0656,39.66545013,41.95704016,Yes
1610,37.731998,49.19515226,36.14968923,40.31395676,-0.878066519,-0.804486339,37.0548004,37.92560013,38.98333323,39.5766001,41.93078012,Yes
1611,37.004002,41.56495967,36.05696534,40.28133298,-0.870381295,-0.81766533,36.9132004,37.726267,38.90606667,39.4644501,41.88044016,Yes
1612,36.903999,40.55684898,35.99791752,40.19582589,-0.86241868,-0.826616,37.036,37.55013353,38.79653333,39.34210008,41.82492014,Yes
1613,38.234001,56.81034116,35.97360016,40.12088147,-0.740255006,-0.809343801,37.3319998,37.5552002,38.73700003,39.26890013,41.77426016,Yes
1614,38.627998,60.53937429,35.9535914,40.03425939,-0.604676811,-0.768410403,37.7003996,37.62346673,38.68120003,39.20325003,41.73258013,Yes
1615,39.330002,66.5439766,35.95263005,39.99216634,-0.435563355,-0.701840993,38.0200004,37.74653347,38.65726677,39.1830001,41.69700015,Yes
1616,39.223999,64.80671333,35.98584552,39.98838354,-0.306559453,-0.622784685,38.4639998,37.82066673,38.6546668,39.14345008,41.65736014,Yes
1617,37.914001,47.08402101,35.98025276,39.96540066,-0.306495729,-0.559526894,38.6660002,37.7721336,38.62540017,39.02280005,41.60294016,Yes
1618,37.880001,46.6973364,35.95477382,39.88827685,-0.305665225,-0.50875456,38.5952002,37.69826707,38.56073353,38.91275005,41.53218016,Yes
1619,36.375999,32.79681038,35.89026571,39.73768348,-0.421508549,-0.491305358,38.1448004,37.58920027,38.4162001,38.77985,41.44664015,Yes
1620,36.293999,32.18736226,35.80671757,39.64660603,-0.514006782,-0.495845643,37.5375998,37.53746687,38.29866673,38.68219995,41.36452013,Yes
1621,37.360001,47.09724904,35.77774168,39.52912812,-0.495582083,-0.495792931,37.1648002,37.51400013,38.2100667,38.63315,41.29506014,Yes
1622,37.169998,45.03807636,35.75446957,39.35449322,-0.490656054,-0.494765556,37.0159996,37.5726666,38.09733337,38.55764998,41.2259601,Yes
1623,38.630001,60.51461113,35.79206271,39.21878396,-0.364737631,-0.468759971,37.1659996,37.6977332,38.03606677,38.5229,41.15976011,Yes
1624,38.458,58.25982681,35.8177207,39.06811386,-0.27564792,-0.430137561,37.5823998,37.80919993,37.96973337,38.47680005,41.09382013,Yes
1625,38.436001,57.93770155,35.84785008,38.86044189,-0.204461908,-0.38500243,38.0108002,37.85613347,37.8908668,38.43650008,41.02146013,Yes
1626,38.486,58.54546255,35.89013297,38.73609802,-0.142370816,-0.336476107,38.236,37.95493333,37.84060017,38.41610013,40.96532015,Yes
1627,39.630001,70.08408565,35.98003258,38.74434079,-0.000842151,-0.269349316,38.7280006,38.1366668,37.84340017,38.43705015,40.91708017,Yes
1628,39.737999,70.9739145,36.06165283,38.85797699,0.118666952,-0.191746062,38.9496002,38.23693333,37.89606677,38.43500013,40.85444017,Yes
1629,39.515999,66.24825226,36.17058204,38.96271511,0.193237709,-0.114749308,39.1612,38.2961334,37.95980007,38.40510005,40.79058016,Yes
1630,40.498001,74.87986689,36.27496645,39.15705645,0.327796295,-0.026240187,39.5736,38.374,38.06026673,38.42205008,40.73858015,Yes
1631,40.546001,75.24094855,36.37112832,39.32556155,0.433313177,0.065670485,39.9856002,38.46213347,38.1414001,38.43525005,40.68282014,Yes
1632,41.757999,82.60617434,36.45135803,39.59400313,0.607728658,0.17408212,40.4111998,38.7184,38.2452668,38.46540008,40.63082013,Yes
