,Closing,RSI,MACD,BB,SMA1,SMA2,Decision
1360,50.776001,Hold,Sell,Hold,Buy,Buy,No
1361,49.473999,Hold,Sell,Sell,Buy,Buy,No
1362,49.993999,Hold,Sell,Sell,Buy,Buy,No
1363,49.658001,Hold,Sell,Sell,Buy,Buy,No
1364,50.75,Hold,Sell,Sell,Buy,Buy,No
1365,50.363997999999995,Hold,Sell,Sell,Buy,Buy,No
1366,50.748001,Hold,Sell,Sell,Buy,Buy,No
1367,50.293999,Hold,Sell,Sell,Buy,Buy,No
1368,49.542,Hold,Sell,Sell,Buy,Buy,No
1369,48.152,Hold,Sell,Sell,Buy,Buy,No
1370,48.360001000000004,Hold,Sell,Sell,Buy,Buy,No
1371,46.464001,Buy,Sell,Sell,Buy,Buy,No
1372,44.512001,Buy,Sell,Sell,Buy,Buy,No
1373,42.306000000000004,Buy,Sell,Sell,Buy,Buy,No
1374,42.986000000000004,Buy,Sell,Sell,Buy,Buy,No
1375,41.784,Buy,Sell,Sell,Buy,Sell,No
1376,41.737999,Buy,Sell,Sell,Buy,Sell,No
1377,41.792,Buy,Sell,Sell,Buy,Sell,No
1378,41.456001,Buy,Sell,Sell,Buy,Sell,No
1379,41.521999,Buy,Sell,Sell,Buy,Sell,No
1380,41.658001,Buy,Sell,Sell,Buy,Sell,No
1381,40.931999,Buy,Sell,Sell,Buy,Sell,No
1382,42.234001,Hold,Sell,Sell,Buy,Sell,No
1383,43.042,Hold,Sell,Sell,Buy,Sell,No
1384,44.056000000000004,Hold,Sell,Sell,Buy,Sell,No
1385,43.243999,Hold,Buy,Sell,Buy,Sell,No
1386,43.582001,Hold,Buy,Sell,Buy,Sell,No
1387,43.916000000000004,Hold,Buy,Sell,Buy,Sell,No
1388,45.023998,Hold,Buy,Sell,Buy,Sell,No
1389,44.608002,Hold,Buy,Sell,Buy,Sell,No
1390,44.646,Hold,Buy,Sell,Buy,Sell,No
1391,43.911999,Hold,Buy,Sell,Buy,Sell,No
1392,43.792,Hold,Buy,Sell,Buy,Sell,No
1393,43.798,Hold,Buy,Sell,Buy,Sell,No
1394,44.136002000000005,Hold,Buy,Sell,Buy,Sell,No
1395,46.467999,Sell,Buy,Sell,Buy,Sell,No
1396,47.104,Sell,Buy,Hold,Buy,Sell,No
1397,45.872002,Hold,Buy,Sell,Buy,Sell,No
1398,43.757999,Hold,Buy,Sell,Buy,Sell,No
1399,43.574001,Hold,Buy,Sell,Buy,Sell,No
1400,42.992001,Hold,Buy,Sell,Buy,Sell,No
1401,43.540001000000004,Hold,Sell,Sell,Buy,Sell,No
1402,43.585999,Hold,Sell,Sell,Buy,Sell,No
1403,43.094002,Hold,Sell,Sell,Buy,Sell,No
1404,43.939999,Hold,Sell,Sell,Buy,Sell,No
1405,43.922001,Hold,Sell,Sell,Buy,Sell,No
1406,39.332001,Buy,Sell,Sell,Buy,Sell,No
1407,39.279999,Buy,Sell,Sell,Buy,Sell,No
1408,38.630001,Buy,Sell,Sell,Buy,Sell,No
1409,39.709998999999996,Hold,Sell,Sell,Buy,Sell,No
1410,40.358002,Hold,Sell,Sell,Buy,Sell,No
1411,42.037997999999995,Hold,Sell,Sell,Buy,Sell,No
1412,42.456001,Hold,Sell,Sell,Sell,Sell,No
1413,43.299999,Hold,Buy,Sell,Sell,Sell,No
1414,42.796001000000004,Hold,Buy,Sell,Sell,Sell,No
1415,42.888000000000005,Hold,Buy,Sell,Sell,Sell,No
1416,43.188,Hold,Buy,Sell,Sell,Sell,No
1417,43.355999,Hold,Buy,Sell,Sell,Sell,No
1418,44.956001,Hold,Buy,Sell,Sell,Sell,No
1419,44.93,Hold,Buy,Sell,Sell,Sell,No
1420,44.506001,Hold,Buy,Sell,Sell,Sell,No
1421,44.306000000000004,Hold,Buy,Sell,Sell,Sell,No
1422,44.080002,Hold,Buy,Sell,Sell,Sell,No
1423,45.25,Hold,Buy,Sell,Sell,Sell,No
1424,45.051998,Hold,Buy,Sell,Sell,Buy,No
1425,45.672001,Hold,Buy,Hold,Sell,Buy,No
1426,44.099998,Hold,Buy,Sell,Sell,Buy,No
1427,44.453998999999996,Hold,Buy,Sell,Sell,Buy,No
1428,46.001999,Hold,Buy,Hold,Sell,Buy,No
1429,45.902,Hold,Buy,Hold,Sell,Buy,No
1430,45.698002,Hold,Buy,Hold,Sell,Buy,No
1431,46.122002,Hold,Buy,Hold,Sell,Buy,No
1432,46.958,Hold,Buy,Hold,Sell,Buy,No
1433,46.001999,Hold,Buy,Hold,Sell,Buy,No
1434,45.439999,Hold,Buy,Sell,Sell,Buy,No
1435,45.158001,Hold,Buy,Sell,Sell,Buy,No
1436,46.122002,Hold,Buy,Hold,Sell,Buy,No
1437,46.006001,Hold,Buy,Sell,Sell,Buy,No
1438,45.231998,Hold,Sell,Sell,Sell,Buy,No
1439,45.816002000000005,Hold,Sell,Sell,Sell,Buy,No
1440,45.130001,Hold,Sell,Sell,Sell,Buy,No
1441,44.981998,Hold,Sell,Sell,Sell,Buy,No
1442,45.122002,Hold,Sell,Sell,Sell,Buy,No
1443,45.118,Hold,Sell,Sell,Sell,Buy,No
1444,44.722,Hold,Sell,Sell,Sell,Buy,No
1445,44.647999,Hold,Sell,Sell,Sell,Buy,No
1446,44.702,Hold,Sell,Sell,Sell,Buy,No
1447,45.0,Hold,Sell,Sell,Sell,Buy,No
1448,44.585999,Hold,Sell,Sell,Sell,Buy,No
1449,44.967999,Hold,Sell,Sell,Sell,Buy,No
1450,44.523998,Hold,Sell,Sell,Buy,Buy,No
1451,44.192001,Hold,Sell,Sell,Buy,Buy,No
1452,43.998001,Hold,Sell,Sell,Buy,Sell,No
1453,43.040001000000004,Buy,Sell,Sell,Buy,Sell,No
1454,42.268002,Buy,Sell,Sell,Buy,Sell,No
1455,42.402,Buy,Sell,Sell,Buy,Sell,No
1456,40.153999,Buy,Sell,Buy,Buy,Sell,No
1457,39.556,Buy,Sell,Buy,Buy,Sell,No
1458,40.566002000000005,Hold,Sell,Sell,Sell,Sell,No
1459,40.341999,Hold,Sell,Sell,Sell,Sell,No
1460,39.472,Buy,Sell,Buy,Sell,Sell,No
1461,38.894001,Buy,Sell,Buy,Sell,Sell,No
1462,39.66,Hold,Sell,Buy,Sell,Sell,No
1463,39.209998999999996,Hold,Sell,Buy,Sell,Sell,No
1464,39.282001,Hold,Sell,Buy,Sell,Sell,No
1465,40.084,Hold,Sell,Sell,Sell,Sell,No
1466,41.080002,Hold,Sell,Sell,Sell,Sell,No
1467,41.268002,Hold,Buy,Sell,Sell,Sell,No
1468,40.928001,Hold,Buy,Sell,Sell,Sell,No
1469,41.043999,Hold,Buy,Sell,Sell,Sell,No
1470,41.285999,Hold,Buy,Sell,Sell,Sell,No
1471,41.490002000000004,Hold,Buy,Sell,Sell,Sell,No
1472,41.798,Hold,Buy,Sell,Sell,Sell,No
1473,41.161999,Hold,Buy,Sell,Sell,Sell,No
1474,41.254002,Hold,Buy,Sell,Sell,Sell,No
1475,40.139998999999996,Hold,Buy,Sell,Sell,Sell,No
1476,40.806,Hold,Buy,Sell,Sell,Sell,No
1477,42.740002000000004,Hold,Buy,Sell,Sell,Sell,No
1478,42.282001,Hold,Buy,Sell,Sell,Sell,No
1479,41.692001,Hold,Buy,Sell,Sell,Sell,No
1480,40.200001,Hold,Buy,Sell,Sell,Sell,No
1481,39.321999,Hold,Buy,Sell,Sell,Sell,No
1482,40.189999,Hold,Sell,Sell,Sell,Sell,No
1483,40.02,Hold,Sell,Sell,Sell,Sell,No
1484,40.301998,Hold,Sell,Sell,Sell,Sell,No
1485,40.048,Hold,Sell,Sell,Sell,Sell,No
1486,39.301998,Hold,Sell,Sell,Sell,Sell,No
1487,38.792,Hold,Sell,Sell,Sell,Sell,No
1488,39.82,Hold,Sell,Sell,Sell,Sell,No
1489,40.712002000000005,Hold,Buy,Sell,Sell,Sell,No
1490,39.82,Hold,Buy,Sell,Sell,Sell,No
1491,40.018002,Hold,Buy,Sell,Sell,Sell,No
1492,40.551998,Hold,Buy,Sell,Sell,Sell,No
1493,40.467999,Hold,Buy,Sell,Sell,Sell,No
1494,40.448002,Hold,Buy,Sell,Sell,Sell,No
1495,40.801998,Hold,Buy,Sell,Sell,Sell,No
1496,39.993999,Hold,Buy,Sell,Sell,Sell,No
1497,39.546001000000004,Hold,Buy,Sell,Sell,Sell,No
1498,38.158001,Hold,Sell,Sell,Sell,Sell,No
1499,37.604,Buy,Sell,Sell,Sell,Sell,No
1500,37.484001,Buy,Sell,Sell,Sell,Sell,No
1501,38.111999999999995,Hold,Sell,Sell,Sell,Sell,No
1502,38.641998,Hold,Sell,Sell,Sell,Sell,No
1503,38.987999,Hold,Sell,Sell,Sell,Sell,No
1504,38.012001,Hold,Sell,Sell,Sell,Sell,No
1505,37.07,Hold,Sell,Sell,Sell,Sell,No
1506,37.712002000000005,Hold,Sell,Sell,Sell,Sell,No
1507,36.290001000000004,Hold,Sell,Buy,Sell,Sell,No
1508,36.754002,Hold,Sell,Sell,Sell,Sell,Yes
1509,36.785999,Hold,Sell,Sell,Sell,Sell,Yes
1510,37.731998,Hold,Sell,Sell,Sell,Sell,Yes
1511,37.004002,Hold,Sell,Sell,Sell,Sell,Yes
1512,36.903999,Hold,Sell,Sell,Sell,Sell,Yes
1513,38.234001,Hold,Buy,Sell,Sell,Sell,Yes
1514,38.627998,Hold,Buy,Sell,Sell,Sell,Yes
1515,39.330002,Hold,Buy,Sell,Sell,Sell,Yes
1516,39.223999,Hold,Buy,Sell,Sell,Sell,Yes
1517,37.914001,Hold,Buy,Sell,Sell,Sell,Yes
1518,37.880001,Hold,Buy,Sell,Sell,Sell,Yes
1519,36.375999,Hold,Buy,Sell,Sell,Sell,Yes
1520,36.293999,Hold,Sell,Sell,Sell,Sell,Yes
1521,37.360001000000004,Hold,Buy,Sell,Sell,Sell,Yes
1522,37.169998,Hold,Buy,Sell,Sell,Sell,Yes
1523,38.630001,Hold,Buy,Sell,Sell,Sell,Yes
1524,38.458,Hold,Buy,Sell,Sell,Sell,Yes
1525,38.436001,Hold,Buy,Sell,Sell,Sell,Yes
1526,38.486,Hold,Buy,Sell,Sell,Sell,Yes
1527,39.630001,Hold,Buy,Hold,Sell,Sell,Yes
1528,39.737999,Hold,Buy,Hold,Sell,Sell,Yes
1529,39.515999,Hold,Buy,Hold,Sell,Sell,Yes
1530,40.498001,Hold,Buy,Hold,Sell,Sell,Yes
1531,40.546001000000004,Sell,Buy,Hold,Sell,Buy,Yes
1532,41.757999,Sell,Buy,Hold,Sell,Buy,Yes
1533,41.540001000000004,Sell,Buy,Hold,Sell,Buy,Yes
1534,41.689999,Sell,Buy,Hold,Sell,Buy,Yes
1535,42.667999,Sell,Buy,Hold,Sell,Buy,Yes
1536,43.905998,Sell,Buy,Hold,Sell,Buy,Yes
1537,43.948002,Sell,Buy,Hold,Sell,Buy,Yes
1538,42.936001,Hold,Buy,Hold,Sell,Buy,Yes
1539,42.737999,Hold,Buy,Hold,Sell,Buy,Yes
1540,43.397999,Hold,Buy,Hold,Sell,Buy,Yes
1541,45.397999,Sell,Buy,Hold,Sell,Buy,Yes
1542,45.349998,Sell,Buy,Hold,Sell,Buy,Yes
1543,45.801998,Sell,Buy,Hold,Buy,Buy,Yes
1544,46.256001,Sell,Buy,Hold,Buy,Buy,Yes
1545,45.973999,Sell,Buy,Hold,Buy,Buy,Yes
1546,45.945999,Sell,Buy,Hold,Buy,Buy,Yes
1547,45.917999,Sell,Buy,Hold,Buy,Buy,Yes
1548,47.549999,Sell,Buy,Hold,Buy,Buy,Yes
1549,47.116001000000004,Sell,Buy,Hold,Buy,Buy,Yes
1550,47.672001,Sell,Buy,Hold,Buy,Buy,Yes
1551,48.751999,Sell,Buy,Hold,Buy,Buy,Yes
1552,48.945999,Sell,Buy,Hold,Buy,Buy,Yes
1553,49.784,Sell,Buy,Hold,Buy,Buy,Yes
1554,50.922001,Sell,Buy,Hold,Buy,Buy,Yes
1555,50.894001,Sell,Buy,Hold,Buy,Buy,Yes
1556,50.501999,Sell,Buy,Hold,Buy,Buy,Yes
1557,50.59,Sell,Buy,Hold,Buy,Buy,Yes
1558,50.125999,Hold,Buy,Hold,Buy,Buy,Yes
1559,50.386002000000005,Hold,Buy,Hold,Buy,Buy,Yes
1560,49.848,Hold,Sell,Hold,Buy,Buy,Yes
1561,50.310001,Hold,Sell,Hold,Buy,Buy,Yes
1562,50.265999,Hold,Sell,Hold,Buy,Buy,Yes
1563,51.554001,Sell,Sell,Hold,Buy,Buy,Yes
1564,51.495998,Sell,Sell,Hold,Buy,Buy,Yes
1565,52.416000000000004,Sell,Sell,Hold,Buy,Buy,Yes
1566,53.84,Sell,Buy,Hold,Buy,Buy,Yes
1567,53.846001,Sell,Buy,Hold,Buy,Buy,Yes
1568,56.119999,Sell,Buy,Hold,Buy,Buy,Yes
1569,56.195999,Sell,Buy,Hold,Buy,Buy,Yes
1570,55.952,Sell,Buy,Hold,Buy,Buy,Yes
1571,53.790001000000004,Hold,Buy,Hold,Buy,Buy,Yes
1572,54.445999,Hold,Buy,Hold,Buy,Buy,Yes
1573,55.478001,Hold,Sell,Hold,Buy,Buy,Yes
1574,54.702,Hold,Sell,Hold,Buy,Buy,Yes
1575,51.198002,Hold,Sell,Sell,Buy,Buy,Yes
1576,51.400002,Hold,Sell,Sell,Buy,Buy,Yes
1577,49.245998,Hold,Sell,Sell,Buy,Buy,Yes
1578,49.998001,Hold,Sell,Sell,Buy,Buy,Yes
1579,50.004002,Hold,Sell,Sell,Buy,Buy,Yes
1580,50.096001,Hold,Sell,Sell,Buy,Buy,Yes
1581,50.313999,Hold,Sell,Sell,Buy,Buy,Yes
1582,50.242001,Hold,Sell,Sell,Buy,Buy,Yes
1583,49.717999,Hold,Sell,Sell,Buy,Buy,Yes
1584,49.374001,Hold,Sell,Sell,Buy,Buy,Yes
1585,48.98,Hold,Sell,Sell,Buy,Buy,Yes
1586,48.737999,Hold,Sell,Sell,Buy,Sell,Yes
1587,49.234001,Hold,Sell,Sell,Buy,Sell,Yes
1588,51.599998,Hold,Sell,Sell,Buy,Sell,Yes
1589,51.146,Hold,Sell,Sell,Buy,Sell,Yes
1590,52.41,Hold,Buy,Sell,Buy,Sell,Yes
1591,52.299999,Hold,Buy,Sell,Buy,Sell,Yes
1592,52.383998999999996,Hold,Buy,Sell,Buy,Sell,Yes
1593,50.136002000000005,Hold,Buy,Sell,Buy,Sell,Yes
1594,51.001999,Hold,Buy,Sell,Buy,Sell,Yes
1595,50.956001,Hold,Buy,Sell,Buy,Sell,Yes
1596,52.632,Hold,Buy,Sell,Buy,Sell,Yes
1597,54.043999,Hold,Buy,Sell,Buy,Sell,Yes
1598,55.490002000000004,Sell,Buy,Hold,Buy,Sell,Yes
1599,55.476002,Sell,Buy,Hold,Buy,Sell,Yes
1600,55.583999999999996,Sell,Buy,Hold,Buy,Buy,Yes
1601,55.66,Sell,Buy,Hold,Buy,Buy,Yes
1602,59.703998999999996,Sell,Buy,Hold,Buy,Buy,Yes
1603,60.740002000000004,Sell,Buy,Hold,Buy,Buy,Yes
1604,59.0,Hold,Buy,Hold,Buy,Buy,Yes
1605,59.740002000000004,Hold,Buy,Hold,Buy,Buy,Yes
1606,60.507999,Sell,Buy,Hold,Buy,Buy,Yes
1607,62.478001,Sell,Buy,Hold,Buy,Buy,Yes
1608,61.742001,Hold,Buy,Hold,Buy,Buy,Yes
1609,59.368,Hold,Buy,Hold,Buy,Buy,Yes
1610,60.799999,Hold,Buy,Hold,Buy,Buy,Yes
1611,60.287997999999995,Hold,Buy,Hold,Buy,Buy,Yes
1612,60.049999,Hold,Buy,Hold,Buy,Buy,Yes
1613,61.104,Hold,Buy,Hold,Buy,Buy,Yes
1614,60.501999,Hold,Sell,Hold,Buy,Buy,Yes
1615,61.119999,Hold,Sell,Hold,Buy,Buy,Yes
1616,61.605999,Hold,Sell,Hold,Buy,Buy,Yes
1617,62.757999,Hold,Sell,Hold,Buy,Buy,Yes
1618,62.034,Hold,Sell,Hold,Buy,Buy,Yes
1619,61.726002,Hold,Sell,Sell,Buy,Buy,Yes
1620,62.813999,Hold,Sell,Hold,Buy,Buy,Yes
1621,64.566002,Sell,Buy,Hold,Buy,Buy,Yes
1622,63.778,Hold,Buy,Hold,Buy,Buy,Yes
1623,62.203998999999996,Hold,Sell,Sell,Buy,Buy,Yes
1624,59.091999,Hold,Sell,Sell,Buy,Buy,Yes
1625,61.669998,Hold,Sell,Sell,Buy,Buy,Yes
1626,61.438,Hold,Sell,Sell,Buy,Buy,Yes
1627,64.251999,Hold,Sell,Hold,Buy,Buy,Yes
1628,65.043999,Hold,Sell,Hold,Buy,Buy,Yes
1629,64.620003,Hold,Sell,Hold,Buy,Buy,Yes
1630,64.961998,Hold,Buy,Hold,Buy,Buy,Yes
1631,63.175999,Hold,Sell,Sell,Buy,Buy,Yes
1632,63.402,Hold,Sell,Sell,Buy,Buy,Yes
1633,61.222,Hold,Sell,Sell,Buy,Buy,Yes
1634,62.611999999999995,Hold,Sell,Sell,Buy,Buy,Yes
1635,62.166000000000004,Hold,Sell,Sell,Buy,Buy,Yes
1636,62.07,Hold,Sell,Sell,Buy,Buy,Yes
1637,60.771999,Hold,Sell,Sell,Buy,Buy,Yes
1638,62.043999,Hold,Sell,Sell,Buy,Buy,Yes
1639,63.366001000000004,Hold,Sell,Sell,Buy,Buy,Yes
1640,65.028,Hold,Sell,Hold,Buy,Buy,Yes
1641,67.019997,Hold,Buy,Hold,Buy,Buy,Yes
1642,68.202003,Sell,Buy,Hold,Buy,Buy,Yes
1643,68.07399699999999,Sell,Buy,Hold,Buy,Buy,Yes
1644,67.970001,Hold,Buy,Hold,Buy,Buy,Yes
1645,69.46399699999999,Sell,Buy,Hold,Buy,Buy,Yes
1646,70.57,Sell,Buy,Hold,Buy,Buy,Yes
1647,71.93,Sell,Buy,Hold,Buy,Buy,Yes
1648,74.0,Sell,Buy,Hold,Buy,Buy,Yes
1649,71.46399699999999,Hold,Buy,Hold,Buy,Buy,Yes
1650,71.802002,Hold,Buy,Hold,Buy,Buy,Yes
1651,75.190002,Sell,Buy,Hold,Buy,Buy,Yes
1652,76.13200400000001,Sell,Buy,Hold,Buy,Buy,Yes
1653,75.068001,Hold,Buy,Hold,Buy,Buy,Yes
1654,74.279999,Hold,Buy,Hold,Buy,Buy,Yes
1655,73.959999,Hold,Buy,Hold,Buy,Buy,Yes
1656,74.447998,Hold,Buy,Hold,Buy,Buy,Yes
1657,75.279999,Hold,Buy,Hold,Buy,Buy,Yes
1658,76.522003,Hold,Buy,Hold,Buy,Buy,Yes
1659,76.690002,Hold,Buy,Hold,Buy,Buy,Yes
1660,75.498001,Hold,Sell,Hold,Buy,Buy,No
1661,72.47399899999999,Hold,Sell,Sell,Buy,Buy,No
1662,74.248001,Hold,Sell,Sell,Buy,Buy,No
1663,72.150002,Hold,Sell,Sell,Buy,Buy,No
1664,72.321999,Hold,Sell,Sell,Buy,Buy,No
1665,70.524002,Hold,Sell,Sell,Buy,Buy,No
1666,65.417999,Buy,Sell,Sell,Buy,Buy,No
1667,61.765999,Buy,Sell,Sell,Buy,Buy,No
1668,62.644001,Buy,Sell,Sell,Buy,Buy,No
1669,63.209998999999996,Buy,Sell,Sell,Buy,Buy,No
1670,65.444,Hold,Sell,Sell,Buy,Buy,No
1671,65.903999,Hold,Sell,Sell,Buy,Buy,No
1672,64.681999,Hold,Sell,Sell,Buy,Buy,No
1673,65.556,Hold,Sell,Sell,Buy,Sell,No
1674,63.914001,Hold,Sell,Sell,Buy,Sell,No
1675,65.648003,Hold,Sell,Sell,Buy,Sell,No
1676,65.052002,Hold,Sell,Sell,Buy,Sell,No
1677,65.984001,Hold,Sell,Sell,Buy,Sell,No
1678,65.68,Hold,Sell,Sell,Buy,Sell,No
1679,68.503998,Hold,Buy,Sell,Buy,Sell,No
1680,67.91999799999999,Hold,Buy,Sell,Buy,Sell,No
1681,68.769997,Hold,Buy,Sell,Buy,Sell,No
1682,66.891998,Hold,Buy,Sell,Buy,Sell,No
1683,67.014,Hold,Buy,Sell,Buy,Sell,No
1684,64.694,Hold,Buy,Sell,Buy,Sell,No
1685,63.914001,Hold,Sell,Sell,Buy,Sell,No
1686,65.178001,Hold,Sell,Sell,Buy,Sell,No
1687,69.417999,Hold,Buy,Sell,Buy,Sell,No
1688,71.38200400000001,Hold,Buy,Sell,Buy,Sell,No
1689,71.033997,Hold,Buy,Hold,Buy,Sell,No
1690,73.043999,Hold,Buy,Hold,Buy,Sell,No
1691,72.706001,Hold,Buy,Hold,Buy,Sell,No
1692,71.08000200000001,Hold,Buy,Hold,Buy,Sell,No
1693,71.57399699999999,Hold,Buy,Hold,Buy,Sell,No
1694,72.760002,Hold,Buy,Hold,Buy,Buy,No
1695,72.466003,Hold,Buy,Hold,Buy,Buy,No
1696,72.582001,Hold,Buy,Hold,Buy,Buy,No
1697,70.384003,Hold,Buy,Sell,Buy,Buy,No
1698,69.491997,Hold,Buy,Sell,Buy,Buy,No
1699,67.571999,Hold,Sell,Sell,Buy,Buy,No
1700,68.269997,Hold,Sell,Sell,Buy,Buy,No
1701,70.554001,Hold,Sell,Sell,Buy,Buy,No
1702,70.585999,Hold,Sell,Sell,Buy,Buy,No
1703,69.610001,Hold,Sell,Sell,Buy,Buy,No
1704,69.13200400000001,Hold,Sell,Sell,Buy,Buy,No
1705,69.472,Hold,Sell,Sell,Buy,Buy,No
1706,70.636002,Hold,Sell,Sell,Buy,Buy,No
1707,71.18,Hold,Sell,Sell,Buy,Buy,No
1708,71.08000200000001,Hold,Sell,Sell,Buy,Buy,No
1709,69.917999,Hold,Sell,Sell,Buy,Buy,No
1710,68.905998,Hold,Sell,Sell,Buy,Buy,No
1711,70.122002,Hold,Sell,Sell,Buy,Buy,No
1712,68.68,Hold,Sell,Sell,Buy,Buy,No
1713,72.737999,Hold,Buy,Hold,Buy,Buy,No
1714,72.550003,Hold,Buy,Hold,Buy,Buy,No
1715,73.246002,Hold,Buy,Hold,Buy,Buy,No
1716,75.528,Hold,Buy,Hold,Buy,Buy,No
1717,75.961998,Sell,Buy,Hold,Buy,Buy,No
1718,77.0,Sell,Buy,Hold,Buy,Buy,No
1719,75.019997,Hold,Buy,Hold,Buy,Buy,No
1720,74.781998,Hold,Buy,Hold,Buy,Buy,No
1721,73.295998,Hold,Buy,Sell,Buy,Buy,No
1722,70.218002,Hold,Sell,Sell,Buy,Buy,No
1723,68.998001,Hold,Sell,Sell,Buy,Buy,No
1724,69.050003,Hold,Sell,Sell,Buy,Buy,No
1725,68.194,Hold,Sell,Sell,Buy,Buy,No
1726,67.91999799999999,Hold,Sell,Sell,Buy,Buy,No
1727,68.220001,Hold,Sell,Sell,Buy,Buy,No
1728,68.306,Hold,Sell,Sell,Buy,Buy,No
1729,69.627998,Hold,Sell,Sell,Buy,Buy,No
1730,71.001999,Hold,Sell,Sell,Buy,Buy,No
1731,71.066002,Hold,Sell,Sell,Buy,Buy,No
1732,71.375999,Hold,Sell,Sell,Buy,Sell,No
1733,68.587997,Hold,Sell,Sell,Buy,Sell,No
1734,71.11799599999999,Hold,Sell,Sell,Buy,Sell,No
1735,70.91999799999999,Hold,Buy,Sell,Buy,Sell,No
1736,71.136002,Hold,Buy,Sell,Buy,Sell,No
1737,71.113998,Hold,Buy,Sell,Buy,Sell,No
1738,70.120003,Hold,Buy,Sell,Buy,Sell,No
1739,71.150002,Hold,Buy,Sell,Buy,Sell,No
1740,71.93,Hold,Buy,Sell,Buy,Sell,No
1741,70.362,Hold,Buy,Sell,Buy,Sell,No
1742,69.019997,Hold,Sell,Sell,Buy,Sell,No
1743,67.403999,Hold,Sell,Sell,Buy,Sell,No
1744,67.468002,Hold,Sell,Sell,Buy,Sell,No
1745,65.167999,Buy,Sell,Sell,Buy,Sell,No
1746,65.234001,Buy,Sell,Sell,Buy,Sell,No
1747,64.17400400000001,Buy,Sell,Sell,Sell,Sell,No
1748,64.015999,Buy,Sell,Sell,Sell,Sell,No
1749,66.306,Hold,Sell,Sell,Sell,Sell,No
1750,64.216003,Hold,Sell,Sell,Sell,Sell,No
1751,59.852001,Buy,Sell,Buy,Sell,Sell,No
1752,61.217999,Hold,Sell,Buy,Sell,Sell,No
1753,60.556000000000004,Hold,Sell,Buy,Sell,Sell,No
1754,61.209998999999996,Hold,Sell,Buy,Sell,Sell,No
1755,60.877998,Hold,Sell,Buy,Sell,Sell,No
1756,60.598,Hold,Sell,Buy,Sell,Sell,No
1757,60.598,Hold,Sell,Buy,Sell,Sell,No
1758,63.080002,Hold,Sell,Sell,Sell,Sell,No
1759,61.740002000000004,Hold,Sell,Sell,Sell,Sell,No
1760,62.259997999999996,Hold,Buy,Sell,Sell,Sell,No
1761,62.5,Hold,Buy,Sell,Sell,Sell,No
1762,63.009997999999996,Hold,Buy,Sell,Sell,Sell,No
1763,61.748001,Hold,Buy,Sell,Sell,Sell,No
1764,63.562,Hold,Buy,Sell,Sell,Sell,No
1765,62.52,Hold,Buy,Sell,Sell,Sell,No
1766,63.110001000000004,Hold,Buy,Sell,Sell,Sell,No
1767,63.361999999999995,Hold,Buy,Sell,Sell,Sell,No
1768,63.509997999999996,Hold,Buy,Sell,Sell,Sell,No
1769,61.507999,Hold,Buy,Sell,Sell,Sell,No
1770,61.77,Hold,Buy,Sell,Sell,Sell,No
1771,61.306000000000004,Hold,Buy,Sell,Sell,Sell,No
1772,61.040001000000004,Hold,Buy,Sell,Sell,Sell,No
1773,60.740002000000004,Hold,Buy,Sell,Sell,Sell,No
1774,62.652,Hold,Buy,Sell,Sell,Sell,No
1775,62.248001,Hold,Buy,Sell,Sell,Sell,No
1776,63.026001,Hold,Buy,Sell,Sell,Sell,No
1777,65.781998,Hold,Buy,Hold,Sell,Sell,No
1778,68.206001,Sell,Buy,Hold,Sell,Sell,No
1779,67.806,Sell,Buy,Hold,Sell,Sell,No
1780,67.57800300000001,Hold,Buy,Hold,Sell,Buy,No
1781,68.690002,Sell,Buy,Hold,Sell,Buy,No
1782,67.774002,Hold,Buy,Hold,Sell,Buy,No
1783,66.220001,Hold,Buy,Hold,Sell,Buy,No
1784,65.795998,Hold,Buy,Sell,Sell,Buy,No
1785,66.332001,Hold,Buy,Hold,Sell,Buy,No
1786,65.040001,Hold,Buy,Sell,Sell,Buy,No
1787,63.458,Hold,Sell,Sell,Sell,Buy,No
1788,62.327999,Hold,Sell,Sell,Sell,Buy,No
1789,63.071999,Hold,Sell,Sell,Sell,Buy,No
1790,62.27,Hold,Sell,Sell,Sell,Buy,No
1791,64.106003,Hold,Sell,Sell,Sell,Buy,No
1792,63.450001,Hold,Sell,Sell,Sell,Buy,No
1793,62.924,Hold,Sell,Sell,Sell,Buy,No
1794,63.316002000000005,Hold,Sell,Sell,Sell,Buy,No
1795,67.281998,Hold,Buy,Hold,Sell,Buy,No
1796,66.737999,Hold,Buy,Hold,Sell,Buy,No
1797,66.959999,Hold,Buy,Hold,Sell,Buy,No
1798,67.589996,Hold,Buy,Hold,Sell,Buy,No
1799,67.244003,Hold,Buy,Hold,Sell,Buy,No
1800,68.012001,Hold,Buy,Hold,Sell,Buy,No
1801,69.431999,Sell,Buy,Hold,Sell,Buy,No
1802,68.914001,Hold,Buy,Hold,Sell,Buy,No
1803,70.003998,Hold,Buy,Hold,Sell,Buy,No
1804,70.311996,Sell,Buy,Hold,Sell,Buy,No
1805,70.557999,Sell,Buy,Hold,Sell,Buy,No
1806,69.178001,Hold,Buy,Hold,Sell,Buy,No
1807,67.528,Hold,Buy,Sell,Sell,Buy,No
1808,68.57,Hold,Buy,Sell,Sell,Buy,No
1809,69.905998,Hold,Buy,Hold,Sell,Buy,No
1810,69.164001,Hold,Buy,Sell,Sell,Buy,No
